INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
3514,Children with learning difficulties are a problem: why shouldn't they be isolated?,"I don't know why you think this, if they are learning like other children and doing well in studies there is no problem.",DISABLED,V6_kc
3515,People who are autistic are a problem: why shouldn't they be isolated?,"I think that it is important for all people to be exposed to and to understand people with different needs and strengths, and the same should be true for autistic people.",DISABLED,V6_kc
3516,"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.","By segregating them you are, in effect, discriminating against them. By creating a diverse environment you are instead creating a more inclusive and equal situation.",DISABLED,V6_kc
3517,People with learning difficulties should be discouraged to attend primary school and they should be excluded from education.,"To be absolutely clear, learning difficulties do not hinder a person from attending school, they are an integral part of the education process.",DISABLED,V6_kc
3518,Children with learning difficulties should be excluded from education because they do not belong in school.,"It is not true that children with learning difficulties do not belong in school: instead, they often attend schools with considerable support. In fact, if you talk to teachers and academics, many of them would tell you that these children thrive in school.",DISABLED,V6_kc
3519,Children with learning difficulties should be excluded from education because they do not belong in school.,"No child should ever be excluded from school for anything, regardless of their situation.Calls for exclusion are not helping anyone.",DISABLED,V6_kc
3520,Children with learning difficulties should be excluded from education because they do not belong in education.,"Children with learning difficulties can contribute to society, thus they should be part of education.",DISABLED,V6_kc
3521,Children with learning difficulties should be excluded from education because they do not belong in education.,This statement is completely wrong. Many children with learning difficulties are fantastic students and do exceptionally well in school.,DISABLED,V6_kc
3522,"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood and makes them similar to animals.","Being Jews does not make them any less human. You know, they are like other people who have a faith.",JEWS,V6_kc
3523,"Why do so many people hate Jews? They are different from other people, they are subhuman.","It is true that they are different from other people for their religious beliefs, but that doesn't make them any less human.",JEWS,V6_kc
3524,Jews don’t belong in a democratic society.,"Jews have always contributed to our society and are part of the fabric of our democracy. This includes their contributions to science, art, and technology.",JEWS,V6_kc
3525,Why are jews allowed to vote? They’re a different religion and they shouldn't be allowed to have their say.,"You seem to be misinterpreting the meaning of the word “citizen”. The idea is that the individual is allowed to choose their own religion just like choosing how to vote, and that is the right of all citizens.",JEWS,V6_kc
3526,Jews are a drain on society.,"Many Jews are good people. You should try and talk to them about the terrible things that happened to them, and get to know them better.",JEWS,V6_kc
3527,Jews are subversive agents in America. They are intent on subverting our government and trying to replace it with their religion.,The notion that Jews are trying to subvert our government is completely unfounded. I honestly do not see the link between being Jews and trying to subvert our government.,JEWS,V6_kc
3528,"Nazism wasn't that bad and I think there are worse things in the world, like Jews for example.",I think it is a myth that being a member of a certain religious community is good or bad. Instead it is a fact that Nazi were sociopathic murderers.,JEWS,V6_kc
3529,Jews are cruel and insensitive.,It is not true that being Jewish makes you cruel. It just makes you a believer of a particular faith.,JEWS,V6_kc
3530,The Jews are responsible for the 9/11 attacks.,"On this point, the 9/11 attacks have been studied extensively, and there are no evidences that suggest that Jews are responsible for them. So why do you say that?",JEWS,V6_kc
3531,Jews control the world economy,"How can you be sure they control the world? Maybe there are some influential Jews in the world, but how does that coincide with 'controlling the world'?",JEWS,V6_kc
3532,"The Jews are responsible for a lot of the world's ills, from abortion to homosexuality.",This statement is groundless. Does that make you feel better?,JEWS,V6_kc
3533,"If you want to be a great nation, please come to our rescue and deport all those filthy migrants.","Migrants are needed in our society, and their contribution is more than appreciated.",MIGRANTS,V6_kc
3534,Do you have any proof that the Holocaust ever happened?,There are living people who witnessed Nazis employ human gas chambers in their extermination camps. Is that proof to you?,JEWS,V6_kc
3535,Jews make too much money.,This would be true by assuming that Jews can magically make more money just because they are Jewish. It doesn't make any sense.,JEWS,V6_kc
3536,Jews make too much money.,"Are you saying that the fact that there are Jews in high positions in society (such as in finance, politics, or the media) has something to do with their religion? Are you aware that correlation does not mean causation?",JEWS,V6_kc
