cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ITT1ST0017HS0050CN000855P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Così come gli italiani sono tutti mafiosi, i tedeschi sono tutti nazisti, ma come ben saprai questi sono pregiudizi, come il tuo sugli arabi.",Islamophobia,"islamization , terrorism","denouncing , facts",34,male,Master
ITT1ST0017HS0050CN000855P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Così come gli italiani sono tutti mafiosi, i tedeschi sono tutti nazisti, ma come ben saprai questi sono pregiudizi, come il tuo sugli arabi.",Islamophobia,"islamization , terrorism","denouncing , facts",34,male,Master
ITT1ST0017HS0050CN000855T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"As Italians are all mobsters, the Germans are all Nazis, but as you will know these are prejudices, such as yours on Arabs.",Islamophobia,"islamization , terrorism","denouncing , facts",,,
ITT1ST0017HS0050CN000856,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"In europa abbiamo diverse forme di terrorismo. Eta, IRA, anche in italia abbiam avuto diverse forme di terrorismo, nero e rosso. Anche la mafia ha usato strategie terroristiche.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000856P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"In europa abbiamo diverse forme di terrorismo. Eta, IRA, anche in italia abbiam avuto diverse forme di terrorismo, nero e rosso. Anche la mafia ha usato strategie terroristiche.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000856P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"In europa abbiamo diverse forme di terrorismo. Eta, IRA, anche in italia abbiam avuto diverse forme di terrorismo, nero e rosso. Anche la mafia ha usato strategie terroristiche.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000856T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"In Europe we have different forms of terrorism eta, ira, even in Italy we have had various forms of terrorism, black and red. Even the Mafia has used terrorist strategies.",Islamophobia,"islamization , terrorism",facts,,,
ITT1ST0017HS0050CN000857,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Sarebbe come dire che tutti gli italiani sono mafiosi e ammazzano la gente con la lupara o sciolgono i bambini nell'acido. Non si può mai generalizzare.,Islamophobia,"islamization , terrorism","denouncing , hypocrisy",48,female,Master
ITT1ST0017HS0050CN000857P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Sarebbe come dire che tutti gli italiani sono mafiosi e ammazzano la gente con la lupara o sciolgono i bambini nell'acido. Non si può mai generalizzare.,Islamophobia,"islamization , terrorism","denouncing , hypocrisy",48,female,Master
ITT1ST0017HS0050CN000857P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Sarebbe come dire che tutti gli italiani sono mafiosi e ammazzano la gente con la lupara o sciolgono i bambini nell'acido. Non si può mai generalizzare.,Islamophobia,"islamization , terrorism","denouncing , hypocrisy",48,female,Master
ITT1ST0017HS0050CN000857T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,It would be like saying that all Italians are mobsters and kill people with a shotgun or dissolve children in acid. You can never generalize.,Islamophobia,"islamization , terrorism","denouncing , hypocrisy",,,
ITT1ST0017HS0050CN000858,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Come specificato dai report di varie associazioni, come report di Amnesty, la violazione dei diritti umani è assai distribuita nl mondo. Gli stati occidentali non brillano per mancanza di violenza,specie verso i paesi esteri.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000858P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Come specificato dai report di varie associazioni, come report di Amnesty, la violazione dei diritti umani è assai distribuita nl mondo. Gli stati occidentali non brillano per mancanza di violenza,specie verso i paesi esteri.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000858P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Come specificato dai report di varie associazioni, come report di Amnesty, la violazione dei diritti umani è assai distribuita nl mondo. Gli stati occidentali non brillano per mancanza di violenza,specie verso i paesi esteri.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000858T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"As specified in the reports of various associations such as Amnesty report, the violation of human rights is far distributed in the world. Western states do not shine for lack of violence, especially to foreign countries.",Islamophobia,"islamization , terrorism",facts,,,
ITT1ST0017HS0050CN000859,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Conosco personalmente l'estetista Laila, la cameriera Hind, il giardiniere Malik. Tutti musulmani, nessun terrorista.",Islamophobia,"islamization , terrorism","affiliation , positive",55,female,Master
ITT1ST0017HS0050CN000859P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Conosco personalmente l'estetista Laila, la cameriera Hind, il giardiniere Malik. Tutti musulmani, nessun terrorista.",Islamophobia,"islamization , terrorism","affiliation , positive",55,female,Master
ITT1ST0017HS0050CN000859P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Conosco personalmente l'estetista Laila, la cameriera Hind, il giardiniere Malik. Tutti musulmani, nessun terrorista.",Islamophobia,"islamization , terrorism","affiliation , positive",55,female,Master
ITT1ST0017HS0050CN000859T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"I personally know the beautician Laila, the waitress Hind, the gardener Malik. All Muslims, no terrorist.",Islamophobia,"islamization , terrorism","affiliation , positive",,,
ITT1ST0017HS0050CN000860,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Non c'è nessun tentativo di conquista da parte degli arabi, piuttosto sono gli occidentali e la cina che conquistano e sfruttano.",Islamophobia,"islamization , terrorism","facts , hypocrisy",42,male,Master
ITT1ST0017HS0050CN000860P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Non c'è nessun tentativo di conquista da parte degli arabi, piuttosto sono gli occidentali e la cina che conquistano e sfruttano.",Islamophobia,"islamization , terrorism","facts , hypocrisy",42,male,Master
ITT1ST0017HS0050CN000860P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Non c'è nessun tentativo di conquista da parte degli arabi, piuttosto sono gli occidentali e la cina che conquistano e sfruttano.",Islamophobia,"islamization , terrorism","facts , hypocrisy",42,male,Master
ITT1ST0017HS0050CN000860T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"There is no attempt at conquest by the Arabs, rather are Westerners and china that conquer and exploit.",Islamophobia,"islamization , terrorism","facts , hypocrisy",,,
ITT1ST0017HS0050CN000861,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Gli arabi NON sono tutti terroristi, una generalizzazione del genere è pericolosa, così come è pericoloso pensare di risolvere il problema del terrorismo rispondendo con la medesima violenza.",Islamophobia,"islamization , terrorism","denouncing , facts",21,female,Some university without degree
ITT1ST0017HS0050CN000861P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Gli arabi NON sono tutti terroristi, una generalizzazione del genere è pericolosa, così come è pericoloso pensare di risolvere il problema del terrorismo rispondendo con la medesima violenza.",Islamophobia,"islamization , terrorism","denouncing , facts",21,female,Some university without degree
ITT1ST0017HS0050CN000861P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Gli arabi NON sono tutti terroristi, una generalizzazione del genere è pericolosa, così come è pericoloso pensare di risolvere il problema del terrorismo rispondendo con la medesima violenza.",Islamophobia,"islamization , terrorism","denouncing , facts",21,female,Some university without degree
ITT1ST0017HS0050CN000861T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"The Arabs are not all terrorists, a generalization like this is dangerous, as it is dangerous to think to solve the problem of terrorism by answering with the same violence.",Islamophobia,"islamization , terrorism","denouncing , facts",,,
ITT1ST0017HS0050CN000862,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Ma lo sa che gli unici attentati terroristici in Italia sono stati fatti da italiani?,Islamophobia,"islamization , terrorism","facts , question",28,female,Bachelor
ITT1ST0017HS0050CN000862P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Ma lo sa che gli unici attentati terroristici in Italia sono stati fatti da italiani?,Islamophobia,"islamization , terrorism","facts , question",28,female,Bachelor
ITT1ST0017HS0050CN000862P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Ma lo sa che gli unici attentati terroristici in Italia sono stati fatti da italiani?,Islamophobia,"islamization , terrorism","facts , question",28,female,Bachelor
ITT1ST0017HS0050CN000862T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,Did you know that the only terrorist attacks in Italy were made by Italians?,Islamophobia,"islamization , terrorism","facts , question",,,
ITT1ST0017HS0050CN000863,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Rispondere all'odio con l'odio è autodistruttivo.,Islamophobia,"islamization , terrorism",denouncing,37,male,High school
ITT1ST0017HS0050CN000863P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Rispondere all'odio con l'odio è autodistruttivo.,Islamophobia,"islamization , terrorism",denouncing,37,male,High school
ITT1ST0017HS0050CN000863P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Rispondere all'odio con l'odio è autodistruttivo.,Islamophobia,"islamization , terrorism",denouncing,37,male,High school
ITT1ST0017HS0050CN000863T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,Responding to hatred with hatred is self-destructive.,Islamophobia,"islamization , terrorism",denouncing,,,
ITT1ST0017HS0050CN000864,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Il popolo arabo è ricco di differenze al suo interno, non sono tutti terroristi.",Islamophobia,"islamization , terrorism","facts , positive",37,male,High school
